PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,notes,checkinItems,manualPo,isSubscription,orderFormat,materialType,closeReason,closeReasonNote,paymentStatus,receiptStatus
AC,44109271,ACE,ongoing,Pending,true,AC,19951113,20991231,20991231,Purchase,P,RB805010001669394462,,,19980617,19980617,1,175.06,,Oxford studies in ancient philosophy.,,0265-7651,library note: print; fund name: S-PHIL-2022; vendor note: //Begin v.16 (1998)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44065255,ACE,ongoing,Pending,true,AC,19950629,20991231,20991231,Purchase,P,RB805010001221470008,,,19980319,19980319,1,149.47,,Commentaire.,,0180-8214,library note: print; fund name: S-POLI-2022; vendor note: //Begin 1999- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44987274,ACH,ongoing,Pending,true,AC,20040408,20991231,0,Purchase,P,,,,20040408,20090827,1,51.50,,Streichquartette / Joseph Haydn ; nach den ältesten Abschriften herausgegeben von Georg Feder in Ve,"Haydn, Joseph, 1732-1809.",,library note: Music Librarian; fund name: F-GEN-2011,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,120178,ACYSO,ongoing,Pending,true,AC,0,0,0,Purchase,P,id: 15863,,"McNutt, Dunstan C.",20140605,20140605,1,91.33,,"Papers of John Adams / Robert J. Taylor, editor ; Mary-Jo Kline, associate editor ; Gregg L. Lint, a","Adams, John, 1735-1826.",,library note: papers of (ie series III of bigger set); fund name: F-SO-2022; vendor note: begin with v. 16 and continue until complete,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44124934,ACE,ongoing,Pending,true,AC,19950614,20991231,20991231,Purchase,P,RB805010001888922762,,,19980713,19980713,1,58.30,,Theory and practice.,,0741-6156,library note: print; fund name: S-MUSIC-2022; vendor note: //Begin v.22 (1997)- and renew.,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44113122,ACE,ongoing,Pending,true,AC,19950725,20991231,20991231,Purchase,P,RB805010001717133607,,,19980624,19980624,1,186.91,,Print quarterly.,,0265-8305,library note: print; fund name: S-ART-2022; vendor note: //Begin v.16 (1999)- and renew.,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44122275,ACEAST,ongoing,Pending,true,AC,19950926,20991231,20991231,Purchase,P,,,"Rabinowitz, Stanley J.",19980708,19980708,1,166.84,,Sovremennai͡a dramaturgii͡a.,,0207-7698,library note: print ; budget changed to S-Russ in 2018 per SS; fund name: S-RUSS-2022; vendor note: //Begin 1999- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,4481494X,ACE,ongoing,Pending,true,AC,19950411,20991231,20991231,Purchase,P,RB805010001340252618,,,20030312,20030312,1,148.72,,Flash art.,,0394-1493,"library note: print; fund name: S-ART-2022; vendor note: //begin v.36, no.228 (Jan/Feb 2003)- and renew",Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44119720,ACE,ongoing,Pending,true,AC,19950808,20991231,20991231,Purchase,P,RB805010001827605015,,,19980706,19980706,1,58.30,,17th century music.,,1054-6022,library note: print; fund name: S-MUSIC-2022; vendor note: //Begin Oct. 1998- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44257557,ACCOLUP,ongoing,Pending,true,AC,19990613,20991231,0,Purchase,P,,,,19990613,19920320,1,103.00,,"The Documentary history of the Supreme Court of the United States, 1789-1800 / with a foreword by Wa",,,library note: Reference Librarian; fund name: F-GEN-2011,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44081455,ACE,ongoing,Pending,true,AC,19951024,20991231,20991231,Purchase,P,RB805010001390926665,,,19980422,19980422,1,100.36,,Herder yearbook.,,1062-3582,library note: print; bill later; fund name: S-GERM-2022; vendor note: //Begin issues published 1999- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44124661,ACE,ongoing,Pending,true,AC,19950504,20991231,20991231,Purchase,P,RB805010001859289001,,,19980710,19980710,1,106.01,,Studies in iconography.,,0148-1029,library note: print; fund name: S-ART-2022; vendor note: //Begin v.17- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44078596,ACW-MN,ongoing,Pending,true,AC,19951016,20991231,20991231,Purchase,P,,,,19980414,19980414,1,1723.48,,First amendment law handbook.,,1054-3635,library note: print; fund name: S-LAW-2022; vendor note: //Begin 1999/2000- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,194447,ACOUP,ongoing,Pending,true,AC,0,0,0,Purchase,P,,,"Kimball, Susan J.",20210709,20210709,1,100.00,,Flora of North America : north of Mexico / edited by Flora of North America Editorial Committee.,,,"library note: 2021 no po; had create vols still coming, no checkin, just pay/ss; fund name: F-SO-2022; vendor note: SO 1993+",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,4411834X,ACYSO,ongoing,Pending,true,AC,19980702,20991231,0,Purchase,P,S4035097,,,19980702,20030228,1,400.64,,Studies in medieval culture.,,,library note: English Department / Studies in Medieval and Early Modern Culture; fund name: F-SO-2022; vendor note: 2003+ and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44107997,ACH,ongoing,Pending,true,AC,19980612,20991231,0,Purchase,P,,,,19980612,19980612,1,451.82,,Neudrucke deutscher Literaturwerke.,,,"library note: German Department; fund name: F-SO-2022; vendor note: //Begin N.F., Bd.48- and renew",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44108941,ACNONE,ongoing,Pending,true,AC,19980616,20991231,20991231,Purchase,P,,,,19980616,19980616,1,5.00,,Occasional papers series / Program in Soviet and East European Studies.,,,"library note: Unknown  Should be ACQ; NO Serials invoicing/claims Optional address: Department of Slavic Languages and Literature, Herter Hall, University of Massachusetts at Amherst, Amherst, MA 01003 (Try if Vend; vendor note: //Begin no.22- and renew",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44108540,ACAUX,ongoing,Pending,true,AC,19980615,20991231,0,Purchase,P,,,,19980615,19980615,1,60.23,,Nouvelle clio : l'histoire et ses problèmes.,,,library note: History Department; fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44110169,ACOUP,ongoing,Pending,true,AC,19980619,20991231,20991231,Purchase,P,,,,19980619,19980619,1,40.00,,Oxford English novels.,,,library note: Unknown; vendor note: //Begin issues published 1998- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44110170,ACOUP,ongoing,Pending,true,AC,19980619,20991231,0,Purchase,P,,,,19980619,19980619,1,80.00,,OXFORD READINGS IN PHILOSOPHY.,,,library note: Philosophy,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44257600,ACYUK-SO,ongoing,Pending,true,AC,19990613,20991231,0,Purchase,P,E8101645,,,19990613,19680221,1,108.79,,"The collected works of Jeremy Bentham / gen. ed. J.H. Burns, J.R. Dinwiddy.","Bentham, Jeremy, 1748-1832.",,library note: Librarian; fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44060646,ACE,ongoing,Pending,true,AC,19950831,20991231,20991231,Purchase,P,RB805010001171162639,,,19980309,19980309,1,61.53,,Cambrian medieval Celtic studies.,,1353-0089,library note: print; fund name: S-HIST-2022; vendor note: //Begin no.37 (1999)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44114515,ACFRONT,ongoing,Pending,true,AC,19980626,20991231,20991231,Purchase,P,,,,19980626,19980626,1,60.00,,Le pupitre.,,,library note: Music Librarian,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,20566,ACH,ongoing,Pending,true,AC,20071202,20990630,0,Purchase,P,,,"Beebe, Jane A.",20071204,20071204,1,112.54,,Neue Ausgabe sämtlicher Werke / Johann Sebastian Bach ; herausgegeben vom Johann-Sebastian-Bach-Ins,"Bach, Johann Sebastian, 1685-1750.",,"library note: added vol /   tall books, short ones are critical commentary see Kritischer Bericht #3352505; fund name: F-SO-2022; vendor note: 2008+   comes out of sequence",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44115258,ACCOLUP,ongoing,Pending,true,AC,19980629,20991231,20991231,Purchase,P,,,,19980629,19980629,1,50.00,,"Records of civilization, sources and studies.",,,library note: Unknown; vendor note: //Begin v.99- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44333031,ACE-DAT,ongoing,Pending,true,AC,19991222,20991231,20991231,Purchase,P,,,,19991222,19991222,1,3555.56,,GeoRef.,,,"fund name: S-REFELE-2022; vendor note: //Begin Nov. 18, 1999- and renew",Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,44117814,ACYSO,ongoing,Pending,true,AC,19980702,20991231,0,Purchase,P,S0123103,,,19980702,19980702,1,301.74,,STANFORD SLAVIC STUDIES.,,,library note: Russian Department; fund name: F-SO-2022; vendor note: v.23+ (2002)+,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44044410,ACE,ongoing,Pending,true,AC,19950406,20991231,20991231,Purchase,P,RB805010001043222011,,,19980210,20160531,1,0.00,,American journal of archaeology.,,0002-9114,library note: P+O; print cw order; invoicing on online PO 42232; fund name: S-CLASS-2022; vendor note: //Begin v.103 (1999)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44053472,ACE,ongoing,Pending,true,AC,19950425,20991231,20991231,Purchase,P,RB805010001113887988,,,19980224,19980224,1,39.81,,The best American short stories.,,0067-6233,library note: print; fund name: S-GEN-2022; vendor note: //Begin 2001- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44119331,ACYSO,ongoing,Pending,true,AC,19980702,20991231,0,Purchase,P,,,"Cox, David A.",19980702,19980702,1,73.14,,"RESEARCH NOTES IN MATHEMATICS (BOSTON, MASS.).",,,fund name: F-SO-2022; vendor note: //Begin v.8- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,4412093X,ACH,ongoing,Pending,true,AC,20001120,20991231,0,Purchase,P,,,,19980706,19980706,1,38.26,,Text + kritik. Sonderband.,,,library note: White; fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44081017,ACE,ongoing,Pending,true,AC,19950427,20991231,20991231,Purchase,P,RB805010001136418001,,,19980422,19980422,1,35.40,,Handbook for ... / British Astronomical Association.,British Astronomical Association.,0068-130X,library note: print; fund name: S-ASTRO-2022; vendor note: //Begin 1999- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44119719,ACYSO,ongoing,Pending,true,AC,19980706,20991231,0,Purchase,P,S6098294,,"O'Connell, Barry",19980706,19980706,1,15.88,,SUN TRACKS.,,,fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44121192,ACYSO,ongoing,Pending,true,AC,19980707,20991231,0,Purchase,P,S8086175,,,19980707,19980707,1,139.49,,Topics in geobiology.,,,library note: Biology Department; fund name: F-SO-2022; vendor note: begin v.20+ and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44117644,ACYSO,ongoing,Pending,true,AC,19980702,20991231,0,Purchase,P,S2127358,,,19980702,19980702,1,438.14,,SPORT AND SOCIETY.,,,library note: Sociology Dept.; fund name: F-SO-2022; vendor note: //2003+ and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44124697,ACBELL,ongoing,Pending,true,AC,19980710,20991231,0,Purchase,P,,,,19980710,19980710,1,25.00,,Vérité des mythes.,,,library note: Classics Department,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44121854,ACCENGAGE,ongoing,Pending,true,AC,19980707,20991231,0,Purchase,P,,,,19980707,19980707,1,50.00,,Twayne's United States authors series.,,,library note: Cameron; vendor note: //Begin no.705- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44047599,ACAMC,ongoing,Pending,true,AC,19940519,20991231,20991231,Purchase,P,,,,19980216,19980216,2,283.25,,Amherst bulletin [microform].,,,library note:  2 copies ordered; 1 sent to Jones Library (gift of AC per ss); fund name: S-MICRO-2022; vendor note: //Begin July 1997/June 1998- and renew,Independent order and receipt quantity,True,True,physical,Microform,,,,
AC,44123589,ACAUX,ongoing,Pending,true,AC,19980708,20991231,0,Purchase,P,,,,19980708,19980708,1,62.67,,UNIVERS DE LA FRANCE.,,,library note: History Department; fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44269572,ACITER,ongoing,Pending,true,AC,19990720,20991231,20991231,Purchase,P,,,,19990720,19990720,1,1962.75,,Iter.,,,library note: Incl access to: John Milton bibliography; Renaissance & reformation; Early theatre; fund name: S-REFELE-2022; vendor note: //Begin 1999- and renew,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,44076241,ACE,ongoing,Pending,true,AC,19950501,20991231,20991231,Purchase,P,RB805010001313067720,,,19980409,19980409,1,311.68,,Er shi yi shi ji.,,1017-5725,library note: print; fund name: S-ASIAN-2022; vendor note: //Begin no.53 (June 1999)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44264999,ACFRONT,ongoing,Pending,true,AC,19990703,20991231,0,Purchase,P,,,,19990703,19840611,1,338.36,,"New Josquin edition / editorial board, Willem Elders, chairman [and others].","Josquin, des Prez, -1521.",,library note: Music Librarian; fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44125124,ACH,ongoing,Pending,true,AC,19980714,20991231,0,Purchase,P,,,"Cheyette, Fredric L",19980714,19980714,1,151.27,,Vorträge und Forschungen - Konstanzer Arbeitskreis für mittelalterliche Geschichte.,Konstanzer Arbeitskreis für Mittelalterliche Geschichte.,,fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44125136,ACH,ongoing,Pending,true,AC,19980714,20991231,0,Purchase,P,,,"Cheyette, Fredric L",19980714,19980714,1,49.48,,Vorträge und Forschungen. Sonderband.,Konstanzer Arbeitskreis für Mittelalterliche Geschichte.,,fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,4412515X,ACYUK-SO,ongoing,Pending,true,AC,19980714,20991231,0,Purchase,P,,,"MERRITT, FLOYD S",19980714,19980714,1,37.43,,WARBURG INSTITUTE COLLOQUIA.,,,fund name: F-SO-2022; vendor note: //Begin no.4- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44125598,ACYSO,ongoing,Pending,true,AC,19980715,20991231,0,Purchase,P,S4128881,,,19980715,19980715,1,26.10,,WOMEN IN AMERICAN HISTORY.,,,"library note: Women, Gender, and Sexuality in American History; fund name: F-SO-2022",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44125720,ACTRILITERAL,ongoing,Pending,true,AC,19980715,20991231,20991231,Purchase,P,,,,19980715,19980715,1,3.00,,Yale University publications in anthropology.,,,library note: Unknown; vendor note: //Begin issues published 1998- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44261093,ACJHUP,ongoing,Pending,true,AC,19990625,20991231,0,Purchase,P,,,"Couvares, Francis G",19990625,19890515,1,122.96,,"The papers of Thomas A. Edison / editors, Reese V. Jenkins [and others].","Edison, Thomas A. (Thomas Alva), 1847-1931.",,fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44070342,ACNONE,ongoing,Pending,true,AC,19980331,20991231,20991231,Purchase,P,,,,19980331,19980331,1,205.58,,"A Critical bibliography of French literature / D.C. Cabeen, general editor.","Cabeen, David Clark, 1886-1965.",,library note: Unknown; vendor note: //Begin v.6- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44083993,ACNEUW,ongoing,Pending,true,AC,19980428,20991231,20991231,Purchase,P,,,,19980428,19980428,1,25.00,,Hortus musicus.,,,"library note: Music Librarian  must prepay, invoice in Euros get many things from Neuwerk;invoices cryptic at best,this series just has HM on it; vendor note: Barenreiter Kassel (Neuwerk bought Barenreiter)",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44115222,ACAR,ongoing,Pending,true,AC,19980629,20991231,0,Purchase,P,,,,19980629,19980629,1,2668.28,,Recent researches in the music of the nineteenth and early twentieth centuries.,,,library note: Music Librarian; fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,45167126,ACEASTVIEW,ongoing,Pending,true,AC,20050627,20991231,0,Purchase,P,,,"Taubman, Jane A",20050627,20070428,1,75.79,,Polnoe sobranie sochineniĭ v tridt͡sati tomakh / N.S. Leskov ; redakt͡sionnai͡a kollegii͡a K.P.,"Leskov, N. S. (Nikolaĭ Semenovich), 1831-1895 author. Лесков, Н. С. (Николай Сем",,fund name: F-SO-2022; vendor note: v.11+,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44053435,ACE,ongoing,Pending,true,AC,19950424,20991231,20991231,Purchase,P,RB805010001113510002,,,19980224,19980224,1,1.27,,Berkeley journal of sociology.,,0067-5830,library note: print; fund name: S-SOC-2022; vendor note: //Begin v.43 (1998/99)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,79294,ACE,ongoing,Pending,true,AC,20100101,20991231,20991231,Purchase,P,,,"Trumble, Paul M.",20110531,20110531,1,0.00,,Gnomon.,,,library note: P+O; print cw order; invoicing see online PO 44080359; fund name: S-CLASS-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44264756,ACH,ongoing,Pending,true,AC,19990703,20991231,0,Purchase,P,,,,19990702,19871110,1,300.00,,Poetae comici Graeci : (PCG) / ediderunt R. Kassel et C. Austin.,,,library note: Griffiths,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,39814,ACE,ongoing,Pending,true,AC,20890101,20991231,20991231,Purchase,P,RB80501000169-004006,,,20090130,20090130,1,0.00,,Philologus.,,,library note: P+O; print cw order ; invoicing see online PO 44110911; fund name: S-CLASS-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44053459,ACYSO,ongoing,Pending,true,AC,19950425,20991231,20991231,Purchase,P,S1133556,,,19980224,19980224,1,34.55,,The best American poetry.,,1040-5763,fund name: S-GEN-2022; vendor note: //Begin 1999- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44522733,ACAUX,ongoing,Pending,true,AC,20010502,20991231,0,Purchase,P,,,"de la Carrera, Rosalina M",20010502,19940107,1,60.00,,Oeuvres complètes / Fontenelle ; texte revu par Alain Niderst.,"Fontenelle, M. de (Bernard Le Bovier), 1657-1757.",,,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44138684,ACE-DAT,ongoing,Pending,true,AC,20031124,20991231,20991231,Purchase,P,,,,19980902,19980902,1,956.87,,Bibliography of Asian studies.,,,fund name: S-REFELE-2022; vendor note: //Begin 1998- and renew,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,14376,ACM-C,ongoing,Pending,true,AC,0,0,0,Purchase,P,,,"Sheridan, Susan M.",20070723,20070723,1,131.11,,"The Marcus Garvey and Universal Negro Improvement Association papers / Robert A. Hill, editor.",,,"library note: v.8, v.14 nyp 10/2020; fund name: F-SO-2022; vendor note: Standing order for  volumes 8+",Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44097578,ACE,ongoing,Pending,true,AC,19950712,20991231,20991231,Purchase,P,RB805010001508295897,,,19980518,19980518,1,69.95,,Kleist-Jahrbuch.,,0722-8899,library note: print; fund name: S-GERM-2022; vendor note: //Begin 1998- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,79037,ACYSO,ongoing,Pending,true,AC,0,0,0,Purchase,P,,,"Sheridan, Susan M",20110505,20110505,1,100.00,,"Journal / Henry D. Thoreau ; John C. Broderick, general editor ; edited by Elizabeth Hall Witherell","Thoreau, Henry David, 1817-1862.",,fund name: F-GEN-2011; vendor note: vol. 9+ until complete,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44097566,ACE,ongoing,Pending,true,AC,19951117,20991231,20991231,Purchase,P,RB805010001506296292,,,19980518,19980518,1,127.00,,Kernos.,,0776-3874,library note: print; incl.: Kernos. Supplement; fund name: S-CLASS-2022; vendor note: //Begin t.11 (1998)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44043090,ACE,ongoing,Pending,true,AC,19990210,20991231,20991231,Purchase,P,RB805010001059714014,,,19980206,19980206,1,152.15,,L'Année épigraphique.,,0066-2348,library note: print; fund name: S-CLASS-2022; vendor note: //Begin ed.1995 (published in 1998)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44126955,ACE,ongoing,Pending,true,AC,19950719,20991231,20991231,Purchase,P,RB805010001969344001,,,19980717,19980717,1,0.88,,The Writer's market.,,0084-2729,library note: print; fund name: S-REF-2022; vendor note: //Begin 1998- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44043132,ACE,ongoing,Pending,true,AC,19980902,20991231,20991231,Purchase,P,RB805010001494718778,,,19980206,19980206,1,282.00,,Journal of Roman archaeology.,,1047-7594,library note: print only; online via cup package; fund name: S-CLASS-2022; vendor note: //Begin v.11 (1998)- and renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44442798,ACPEPP,ongoing,Pending,true,AC,20001024,20991231,0,Purchase,P,,,"Beebe, Jane A.",20001024,19760206,1,992.27,,Sämtliche Werke / Paul Hindemith ; im Auftrag der Hindemith-Stiftung ; herausgegeben von Kurt von F,"Hindemith, Paul, 1895-1963.",,fund name: F-SO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44263223,ACBRILL,ongoing,Pending,true,AC,19990629,20991231,0,Purchase,P,,,,19990629,19941111,1,77.25,,A Greek and Arabic lexicon : materials for a dictionary of the medieval translations from Greek into,,,library note: Elias; fund name: F-GEN-2011,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44118569,ACE,ongoing,Pending,true,AC,19950501,20991231,20991231,Purchase,P,RB805010001764341273,,,19980702,19980702,1,30.74,,Res.,,0277-1322,library note: was P+O; beginning 2018 Print = DDP ($39) with Online = Complete Chicago Package (EBSCO); e_note: was P+O; beginning 2018 Print = DDP ($39) with Online = Complete Chicago Package (EBSCO); fund name: S-ART-2022; vendor note: //Begin no.29- nad renew,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44427785,ACARTFL,ongoing,Pending,true,AC,20000822,20991231,20991231,Purchase,P,,,,20000822,20000822,1,515.00,,The ARTFL project.,,,fund name: S-REFELE-2022; vendor note: //Begin Aug 2000- and renew,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,4411011X,ACE,ongoing,Pending,true,AC,19950620,20991231,20991231,Purchase,P,RB805010001686757006,,,19980618,19980618,1,95.40,,Perspectives in religious studies.,,0093-531X,library note: print; fund name: S-RELIG-2022; vendor note: //Begin v.26 (1999)- and renew.,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44123668,ACE,ongoing,Pending,true,AC,19950501,20991231,20991231,Purchase,P,RB805010001831447170,,,19980708,19980708,1,19.06,,Source : Notes in the History of Art.,,0737-4453,library note: was P+O; beginning 2018 Print = DDP ($30) with Online = Complete Chicago Package (EBSCO); e_note: was P+O; beginning 2018 Print = DDP ($30) with Online = Complete Chicago Package (EBSCO); fund name: S-ART-2022; vendor note: //Begin v.19 (Oct 1999)- and renew.,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44116238,ACE,ongoing,Pending,true,AC,19951120,20991231,20991231,Purchase,P,RB805010001785807579,,,19980630,19980630,1,42.37,,The Robert Frost review.,,1062-6999,library note: print; fund name: S-GEN-2022; vendor note: //Begin 1998- and renew.,Independent order and receipt quantity,True,True,physical,Serial,,,,
AC,44069777,ACYSO,ongoing,Pending,true,AC,19980330,20991231,0,Purchase,P,S8045612,,,19980330,19980330,1,296.73,,CORINTH : RESULTS OF EXCAVATIONS.,,,library note: Classics Department; fund name: F-SO-2022; vendor note: //v.19 (2002)+,Independent order and receipt quantity,True,False,physical,Serial,,,,
AC,44105277,ACLYRASIS,ongoing,Pending,true,AC,19990308,20991231,20991231,Purchase,P,LEXNEX1 acad access + LEXNEX2,,,19980605,19980605,1,4679.08,,Nexis Uni.,,,fund name: S-ELEC-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,44126918,ACBELL,ongoing,Pending,true,AC,19980717,20991231,20991231,Purchase,P,,,,19980717,19980717,1,40.00,,Cahiers de l'Association internationale des études françaises.,Association internationale des études françaises.,,library note: Librarian; vendor note: //Begin no.50- and renew,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44651843,ACE-DAT,ongoing,Pending,true,AC,20020329,20991231,20991231,Purchase,P,,,,20020314,20020314,1,875.50,,Art index retrospective.,,,library note: Annual access/maintenance fee charges; fund name: S-REFELE-2022; vendor note: //begin Apr. 2002-,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,44522538,ACYUK-SO,ongoing,Pending,true,AC,20010430,20991231,0,Purchase,P,E7400805,,,20010430,19570226,1,51.50,,ARISTOTELES LATINUS.,Aristotle.,,fund name: F-SO-2021,Independent order and receipt quantity,True,False,physical,Book,,,,
AC,44487447,ACE,ongoing,Pending,true,AC,20010220,20991231,20991231,Purchase,P,RB805010001489161042,,,20010220,20010220,1,4066.54,,The journal of neuroscience.,,1529-2401,library note: Online; fund name: S-NEURO-2022; vendor note: //begin 2001-,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
AC,44603769,ACPROQU,ongoing,Pending,true,AC,20000110,20991231,20991231,Purchase,P,LEXNEX12 Statistical universe,,,20011126,20011126,1,601.80,,ProQuest statistical insight.,,,library note: ProQuest Stat Iinsight tables; previously: BASE I (Power Table) charges; fund name: S-REFELE-2022; vendor note: //began July 2001- and renew,Independent order and receipt quantity,True,True,electronic,Data File,,,,
AC,44342457,ACPROQU,ongoing,Pending,true,AC,20000110,20991231,20991231,Purchase,P,LEXNEX8 Stat:IIS,,,20000110,20000110,1,281.28,,ProQuest statistical insight.,,,library note: ProQuest Stat IIS Abstracts; previously: IIS (International) charges; fund name: S-REFELE-2022; vendor note: //Begin Jan 2000- and renew,Independent order and receipt quantity,True,True,electronic,Data File,,,,
AC,44342445,ACPROQU,ongoing,Pending,true,AC,20000110,20991231,20991231,Purchase,P,LEXNEX7 Stat:ASI,,,20000110,20000110,1,281.28,,ProQuest statistical insight.,,,"library note: ProQuest Stat ASI Abstracts; previously: ASI (Federal) charges; fund name: S-REFELE-2022; vendor note: //Begin Jan 2000- and renew each July, bill comes Oct",Independent order and receipt quantity,True,True,electronic,Data File,,,,
AC,106843,ACPROQU,ongoing,Pending,true,AC,20130601,20991230,20991231,Purchase,P,,,,20130528,20130528,1,5973.01,,ProQuest congressional publications.,,,library note: online subs covering 1789-1984; fund name: S-ELEC-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,140231,ACPROQU,ongoing,Pending,true,AC,20151201,20991231,0,Purchase,P,,,,20151222,20151222,1,103.00,,ProQuest congressional publications.,,,library note: Proquest Congressional Research Digital Collection Historical Archive Part B 2004-2010 - annual maintenance fee; e_note: Proquest Congressional Research Digital Collection Historical Archive Part B 2004-2010 - annual maintenance fee; fund name: S-ELEC-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
AC,44253205,ACPROQU,ongoing,Pending,true,AC,20000106,20991231,20991231,Purchase,P,LEXNEX3,,,19990526,19990526,1,1433.17,,ProQuest congressional publications.,,,library note: subscription to the basic component of the larger congressional publications (both have same title); fund name: S-ELEC-2022; vendor note: //Begin 1999- and renew,Independent order and receipt quantity,True,True,electronic,Database,,,,
